"","Date","Time","Level"
"115","7/1/2001","11:24:00",0.271
"116","7/1/2001","11:30:00",0.157
"117","7/1/2001","11:36:00",0.058
"118","7/1/2001","11:42:00",-0.047
"119","7/1/2001","11:48:00",-0.129
"120","7/1/2001","11:54:00",-0.254
"121","7/1/2001","12:00:00",-0.303
"122","7/1/2001","12:06:00",-0.418
"123","7/1/2001","12:12:00",-0.509
"124","7/1/2001","12:18:00",-0.585
"125","7/1/2001","12:24:00",-0.68
"126","7/1/2001","12:30:00",-0.785
"127","7/1/2001","12:36:00",-0.867
"128","7/1/2001","12:42:00",-0.949
"129","7/1/2001","12:48:00",-1.034
"130","7/1/2001","12:54:00",-1.136
"131","7/1/2001","13:00:00",-1.218
"132","7/1/2001","13:06:00",-1.28
"133","7/1/2001","13:12:00",-1.366
"134","7/1/2001","13:18:00",-1.458
"135","7/1/2001","13:24:00",-1.52
"136","7/1/2001","13:30:00",-1.592
"137","7/1/2001","13:36:00",-1.668
"138","7/1/2001","13:42:00",-1.737
"139","7/1/2001","13:48:00",-1.812
"140","7/1/2001","13:54:00",-1.897
"141","7/1/2001","14:00:00",-1.924
"142","7/1/2001","14:06:00",-2.019
"143","7/1/2001","14:12:00",-2.143
"144","7/1/2001","14:18:00",-2.124
"145","7/1/2001","14:24:00",-2.183
"146","7/1/2001","14:30:00",-2.301
"147","7/1/2001","14:36:00",-2.301
"148","7/1/2001","14:42:00",-2.393
"149","7/1/2001","14:48:00",-2.393
"150","7/1/2001","14:54:00",-2.478
"151","7/1/2001","15:00:00",-2.511
"152","7/1/2001","15:06:00",-2.511
"153","7/1/2001","15:12:00",-2.58
"154","7/1/2001","15:18:00",-2.596
"155","7/1/2001","15:24:00",-2.599
"156","7/1/2001","15:30:00",-2.622
"157","7/1/2001","15:36:00",-2.645
"158","7/1/2001","15:42:00",-2.632
"159","7/1/2001","15:48:00",-2.609
"160","7/1/2001","15:54:00",-2.596
"161","7/1/2001","16:00:00",-2.56
"162","7/1/2001","16:06:00",-2.54
"163","7/1/2001","16:12:00",-2.494
"164","7/1/2001","16:18:00",-2.442
"165","7/1/2001","16:24:00",-2.409
"166","7/1/2001","16:30:00",-2.34
"167","7/1/2001","16:36:00",-2.284
"168","7/1/2001","16:42:00",-2.222
"169","7/1/2001","16:48:00",-2.163
"170","7/1/2001","16:54:00",-2.058
"171","7/1/2001","17:00:00",-1.966
"172","7/1/2001","17:06:00",-1.874
"173","7/1/2001","17:12:00",-1.759
"174","7/1/2001","17:18:00",-1.628
"175","7/1/2001","17:24:00",-1.497
"176","7/1/2001","17:30:00",-1.376
"177","7/1/2001","17:36:00",-1.241
"178","7/1/2001","17:42:00",-1.084
"179","7/1/2001","17:48:00",-0.972
"180","7/1/2001","17:54:00",-0.854
"181","7/1/2001","18:00:00",-0.71
"182","7/1/2001","18:06:00",-0.552
"183","7/1/2001","18:12:00",-0.424
"184","7/1/2001","18:18:00",-0.28
"185","7/1/2001","18:24:00",-0.106
"186","7/1/2001","18:30:00",0.058
"187","7/1/2001","18:36:00",0.189
"188","7/1/2001","18:42:00",0.35
"189","7/1/2001","18:48:00",0.498
"190","7/1/2001","18:54:00",0.649
"191","7/1/2001","19:00:00",0.786
"192","7/1/2001","19:06:00",0.928
"193","7/1/2001","19:12:00",1.033
"194","7/1/2001","19:18:00",1.206
"195","7/1/2001","19:24:00",1.305
"196","7/1/2001","19:30:00",1.446
"197","7/1/2001","19:36:00",1.528
"198","7/1/2001","19:42:00",1.685
"199","7/1/2001","19:48:00",1.787
"200","7/1/2001","19:54:00",1.905
"201","7/1/2001","20:00:00",2
"202","7/1/2001","20:06:00",2.112
"203","7/1/2001","20:12:00",2.266
"204","7/1/2001","20:18:00",2.381
"205","7/1/2001","20:24:00",2.453
"206","7/1/2001","20:30:00",2.512
"207","7/1/2001","20:36:00",2.555
"208","7/1/2001","20:42:00",2.607
"209","7/1/2001","20:48:00",2.647
"210","7/1/2001","20:54:00",2.689
"211","7/1/2001","21:00:00",2.709
"212","7/1/2001","21:06:00",2.729
"213","7/1/2001","21:12:00",2.758
"214","7/1/2001","21:18:00",2.775
"215","7/1/2001","21:24:00",2.775
"216","7/1/2001","21:30:00",2.781
"217","7/1/2001","21:36:00",2.781
"218","7/1/2001","21:42:00",2.775
"219","7/1/2001","21:48:00",2.752
"220","7/1/2001","21:54:00",2.716
"221","7/1/2001","22:00:00",2.66
"222","7/1/2001","22:06:00",2.588
"223","7/1/2001","22:12:00",2.525
"224","7/1/2001","22:18:00",2.414
"225","7/1/2001","22:24:00",2.279
"226","7/1/2001","22:30:00",2.168
"227","7/1/2001","22:36:00",2.082
"228","7/1/2001","22:42:00",1.964
"229","7/1/2001","22:48:00",1.912
"230","7/1/2001","22:54:00",1.948
"231","7/1/2001","23:00:00",1.902
"232","7/1/2001","23:06:00",1.84
"233","7/1/2001","23:12:00",1.771
"234","7/1/2001","23:18:00",1.649
"235","7/1/2001","23:24:00",1.603
"236","7/1/2001","23:30:00",1.439
"237","7/1/2001","23:36:00",1.302
"238","7/1/2001","23:42:00",1.216
"239","7/1/2001","23:48:00",1.095
"240","7/1/2001","23:54:00",0.97
"241","7/2/2001","0:00:00",0.839
"242","7/2/2001","0:06:00",0.806
"243","7/2/2001","0:12:00",0.655
"244","7/2/2001","0:18:00",0.491
"245","7/2/2001","0:24:00",0.527
"246","7/2/2001","0:30:00",0.389
"247","7/2/2001","0:36:00",0.189
"248","7/2/2001","0:42:00",0.14
"249","7/2/2001","0:48:00",0.075
"250","7/2/2001","0:54:00",-0.037
"251","7/2/2001","1:00:00",-0.178
"252","7/2/2001","1:06:00",-0.231
"253","7/2/2001","1:12:00",-0.349
"254","7/2/2001","1:18:00",-0.477
"255","7/2/2001","1:24:00",-0.578
"256","7/2/2001","1:30:00",-0.66
"257","7/2/2001","1:36:00",-0.795
"258","7/2/2001","1:42:00",-0.893
"259","7/2/2001","1:48:00",-1.041
"260","7/2/2001","1:54:00",-1.153
"261","7/2/2001","2:00:00",-1.264
"262","7/2/2001","2:06:00",-1.395
"263","7/2/2001","2:12:00",-1.533
"264","7/2/2001","2:18:00",-1.605
"265","7/2/2001","2:24:00",-1.691
"266","7/2/2001","2:30:00",-1.825
"267","7/2/2001","2:36:00",-1.904
"268","7/2/2001","2:42:00",-1.973
"269","7/2/2001","2:48:00",-2.081
"270","7/2/2001","2:54:00",-2.202
"271","7/2/2001","3:00:00",-2.294
"272","7/2/2001","3:06:00",-2.386
"273","7/2/2001","3:12:00",-2.494
"274","7/2/2001","3:18:00",-2.547
"275","7/2/2001","3:24:00",-2.613
"276","7/2/2001","3:30:00",-2.662
"277","7/2/2001","3:36:00",-2.701
"278","7/2/2001","3:42:00",-2.688
"279","7/2/2001","3:48:00",-2.658
"280","7/2/2001","3:54:00",-2.652
"281","7/2/2001","4:00:00",-2.649
"282","7/2/2001","4:06:00",-2.606
"283","7/2/2001","4:12:00",-2.596
"284","7/2/2001","4:18:00",-2.58
"285","7/2/2001","4:24:00",-2.55
"286","7/2/2001","4:30:00",-2.488
"287","7/2/2001","4:36:00",-2.448
"288","7/2/2001","4:42:00",-2.409
"289","7/2/2001","4:48:00",-2.343
"290","7/2/2001","4:54:00",-2.235
"291","7/2/2001","5:00:00",-2.13
"292","7/2/2001","5:06:00",-2.111
"293","7/2/2001","5:12:00",-2.061
"294","7/2/2001","5:18:00",-1.956
"295","7/2/2001","5:24:00",-1.809
"296","7/2/2001","5:30:00",-1.756
"297","7/2/2001","5:36:00",-1.737
"298","7/2/2001","5:42:00",-1.641
"299","7/2/2001","5:48:00",-1.533
"300","7/2/2001","5:54:00",-1.438
"301","7/2/2001","6:00:00",-1.379
"302","7/2/2001","6:06:00",-1.326
"303","7/2/2001","6:12:00",-1.218
"304","7/2/2001","6:18:00",-1.136
"305","7/2/2001","6:24:00",-1.044
"306","7/2/2001","6:30:00",-1.008
"307","7/2/2001","6:36:00",-0.969
"308","7/2/2001","6:42:00",-0.874
"309","7/2/2001","6:48:00",-0.775
"310","7/2/2001","6:54:00",-0.736
"311","7/2/2001","7:00:00",-0.68
"312","7/2/2001","7:06:00",-0.575
"313","7/2/2001","7:12:00",-0.555
"314","7/2/2001","7:18:00",-0.464
"315","7/2/2001","7:24:00",-0.365
"316","7/2/2001","7:30:00",-0.368
"317","7/2/2001","7:36:00",-0.398
"318","7/2/2001","7:42:00",-0.247
"319","7/2/2001","7:48:00",-0.198
"320","7/2/2001","7:54:00",-0.227
"321","7/2/2001","8:00:00",-0.181
"322","7/2/2001","8:06:00",-0.076
"323","7/2/2001","8:12:00",-0.07
"324","7/2/2001","8:18:00",-0.06
"325","7/2/2001","8:24:00",0.019
"326","7/2/2001","8:30:00",0.124
"327","7/2/2001","8:36:00",0.114
"328","7/2/2001","8:42:00",0.143
"329","7/2/2001","8:48:00",0.222
"330","7/2/2001","8:54:00",0.317
"331","7/2/2001","9:00:00",0.353
"332","7/2/2001","9:06:00",0.435
"333","7/2/2001","9:12:00",0.501
"334","7/2/2001","9:18:00",0.547
"335","7/2/2001","9:24:00",0.632
"336","7/2/2001","9:30:00",0.639
"337","7/2/2001","9:36:00",0.616
"338","7/2/2001","9:42:00",0.603
"339","7/2/2001","9:48:00",0.629
"340","7/2/2001","9:54:00",0.645
"341","7/2/2001","10:00:00",0.599
"342","7/2/2001","10:06:00",0.606
"343","7/2/2001","10:12:00",0.645
"344","7/2/2001","10:18:00",0.672
"345","7/2/2001","10:24:00",0.662
"346","7/2/2001","10:30:00",0.645
"347","7/2/2001","10:36:00",0.672
"348","7/2/2001","10:42:00",0.701
"349","7/2/2001","10:48:00",0.704
"350","7/2/2001","10:54:00",0.754
"351","7/2/2001","11:00:00",0.79
"352","7/2/2001","11:06:00",0.796
"353","7/2/2001","11:12:00",0.829
"354","7/2/2001","11:18:00",0.868
"355","7/2/2001","11:24:00",0.803
"356","7/2/2001","11:30:00",0.819
"357","7/2/2001","11:36:00",0.849
"358","7/2/2001","11:42:00",0.757
"359","7/2/2001","11:48:00",0.731
"360","7/2/2001","11:54:00",0.688
"361","7/2/2001","12:00:00",0.642
"362","7/2/2001","12:06:00",0.613
"363","7/2/2001","12:12:00",0.619
"364","7/2/2001","12:18:00",0.576
"365","7/2/2001","12:24:00",0.55
"366","7/2/2001","12:30:00",0.537
"367","7/2/2001","12:36:00",0.488
"368","7/2/2001","12:42:00",0.426
"369","7/2/2001","12:48:00",0.373
"370","7/2/2001","12:54:00",0.304
"371","7/2/2001","13:00:00",0.222
"372","7/2/2001","13:06:00",0.186
"373","7/2/2001","13:12:00",0.075
"374","7/2/2001","13:18:00",-0.017
"375","7/2/2001","13:24:00",-0.076
"376","7/2/2001","13:30:00",-0.247
"377","7/2/2001","13:36:00",-0.362
"378","7/2/2001","13:42:00",-0.47
"379","7/2/2001","13:48:00",-0.598
"380","7/2/2001","13:54:00",-0.713
"381","7/2/2001","14:00:00",-0.838
"382","7/2/2001","14:06:00",-0.874
"383","7/2/2001","14:12:00",-1.031
"384","7/2/2001","14:18:00",-1.149
"385","7/2/2001","14:24:00",-1.221
"386","7/2/2001","14:30:00",-1.323
"387","7/2/2001","14:36:00",-1.527
"388","7/2/2001","14:42:00",-1.536
"389","7/2/2001","14:48:00",-1.668
"390","7/2/2001","14:54:00",-1.802
"391","7/2/2001","15:00:00",-1.917
"392","7/2/2001","15:06:00",-2.048
"393","7/2/2001","15:12:00",-2.107
"394","7/2/2001","15:18:00",-2.245
"395","7/2/2001","15:24:00",-2.366
"396","7/2/2001","15:30:00",-2.448
"397","7/2/2001","15:36:00",-2.53
"398","7/2/2001","15:42:00",-2.606
"399","7/2/2001","15:48:00",-2.678
"400","7/2/2001","15:54:00",-2.763
"401","7/2/2001","16:00:00",-2.819
"402","7/2/2001","16:06:00",-2.845
"403","7/2/2001","16:12:00",-2.898
"404","7/2/2001","16:18:00",-2.921
"405","7/2/2001","16:24:00",-2.914
"406","7/2/2001","16:30:00",-3.016
"407","7/2/2001","16:36:00",-2.977
"408","7/2/2001","16:42:00",-3.006
"409","7/2/2001","16:48:00",-3
"410","7/2/2001","16:54:00",-2.977
"411","7/2/2001","17:00:00",-2.977
"412","7/2/2001","17:06:00",-2.941
"413","7/2/2001","17:12:00",-2.872
"414","7/2/2001","17:18:00",-2.826
"415","7/2/2001","17:24:00",-2.747
"416","7/2/2001","17:30:00",-2.639
"417","7/2/2001","17:36:00",-2.557
"418","7/2/2001","17:42:00",-2.494
"419","7/2/2001","17:48:00",-2.396
"420","7/2/2001","17:54:00",-2.284
"421","7/2/2001","18:00:00",-2.134
"422","7/2/2001","18:06:00",-2.032
"423","7/2/2001","18:12:00",-1.92
"424","7/2/2001","18:18:00",-1.779
"425","7/2/2001","18:24:00",-1.641
"426","7/2/2001","18:30:00",-1.477
"427","7/2/2001","18:36:00",-1.363
"428","7/2/2001","18:42:00",-1.159
"429","7/2/2001","18:48:00",-1.011
"430","7/2/2001","18:54:00",-0.867
"431","7/2/2001","19:00:00",-0.71
"432","7/2/2001","19:06:00",-0.546
"433","7/2/2001","19:12:00",-0.378
"434","7/2/2001","19:18:00",-0.237
"435","7/2/2001","19:24:00",-0.096
"436","7/2/2001","19:30:00",0.065
"437","7/2/2001","19:36:00",0.255
"438","7/2/2001","19:42:00",0.403
"439","7/2/2001","19:48:00",0.547
"440","7/2/2001","19:54:00",0.721
"441","7/2/2001","20:00:00",0.875
"442","7/2/2001","20:06:00",1.078
"443","7/2/2001","20:12:00",1.147
"444","7/2/2001","20:18:00",1.308
"445","7/2/2001","20:24:00",1.446
"446","7/2/2001","20:30:00",1.541
"447","7/2/2001","20:36:00",1.633
"448","7/2/2001","20:42:00",1.744
"449","7/2/2001","20:48:00",1.849
"450","7/2/2001","20:54:00",1.941
"451","7/2/2001","21:00:00",2.043
"452","7/2/2001","21:06:00",2.125
"453","7/2/2001","21:12:00",2.22
"454","7/2/2001","21:18:00",2.315
"455","7/2/2001","21:24:00",2.361
"456","7/2/2001","21:30:00",2.44
"457","7/2/2001","21:36:00",2.47
"458","7/2/2001","21:42:00",2.529
"459","7/2/2001","21:48:00",2.529
"460","7/2/2001","21:54:00",2.647
"461","7/2/2001","22:00:00",2.647
"462","7/2/2001","22:06:00",2.679
"463","7/2/2001","22:12:00",2.679
"464","7/2/2001","22:18:00",2.732
"465","7/2/2001","22:24:00",2.716
"466","7/2/2001","22:30:00",2.722
"467","7/2/2001","22:36:00",2.712
"468","7/2/2001","22:42:00",2.666
"469","7/2/2001","22:48:00",2.693
"470","7/2/2001","22:54:00",2.637
"471","7/2/2001","23:00:00",2.555
"472","7/2/2001","23:06:00",2.538
"473","7/2/2001","23:12:00",2.515
"474","7/2/2001","23:18:00",2.374
"475","7/2/2001","23:24:00",2.371
"476","7/2/2001","23:30:00",2.312
"477","7/2/2001","23:36:00",2.24
"478","7/2/2001","23:42:00",2.138
"479","7/2/2001","23:48:00",2.069
"480","7/2/2001","23:54:00",1.922
"481","7/3/2001","0:00:00",1.817
"482","7/3/2001","0:06:00",1.679
"483","7/3/2001","0:12:00",1.587
"484","7/3/2001","0:18:00",1.423
"485","7/3/2001","0:24:00",1.292
"486","7/3/2001","0:30:00",1.197
"487","7/3/2001","0:36:00",1.082
"488","7/3/2001","0:42:00",0.934
"489","7/3/2001","0:48:00",0.842
"490","7/3/2001","0:54:00",0.691
"491","7/3/2001","1:00:00",0.58
"492","7/3/2001","1:06:00",0.465
"493","7/3/2001","1:12:00",0.311
"494","7/3/2001","1:18:00",0.179
"495","7/3/2001","1:24:00",0.038
"496","7/3/2001","1:30:00",-0.099
"497","7/3/2001","1:36:00",-0.227
"498","7/3/2001","1:42:00",-0.339
"499","7/3/2001","1:48:00",-0.493
"500","7/3/2001","1:54:00",-0.601
"501","7/3/2001","2:00:00",-0.683
"502","7/3/2001","2:06:00",-0.808
"503","7/3/2001","2:12:00",-0.916
"504","7/3/2001","2:18:00",-1.038
"505","7/3/2001","2:24:00",-1.087
"506","7/3/2001","2:30:00",-1.205
"507","7/3/2001","2:36:00",-1.32
"508","7/3/2001","2:42:00",-1.415
"509","7/3/2001","2:48:00",-1.497
"510","7/3/2001","2:54:00",-1.615
"511","7/3/2001","3:00:00",-1.7
"512","7/3/2001","3:06:00",-1.802
"513","7/3/2001","3:12:00",-1.864
"514","7/3/2001","3:18:00",-1.96
"515","7/3/2001","3:24:00",-2.038
"516","7/3/2001","3:30:00",-2.111
"517","7/3/2001","3:36:00",-2.16
"518","7/3/2001","3:42:00",-2.248
"519","7/3/2001","3:48:00",-2.337
"520","7/3/2001","3:54:00",-2.393
"521","7/3/2001","4:00:00",-2.448
"522","7/3/2001","4:06:00",-2.557
"523","7/3/2001","4:12:00",-2.603
"524","7/3/2001","4:18:00",-2.675
"525","7/3/2001","4:24:00",-2.711
"526","7/3/2001","4:30:00",-2.757
"527","7/3/2001","4:36:00",-2.862
"528","7/3/2001","4:42:00",-2.875
"529","7/3/2001","4:48:00",-2.888
"530","7/3/2001","4:54:00",-2.888
"531","7/3/2001","5:00:00",-2.895
"532","7/3/2001","5:06:00",-2.973
"533","7/3/2001","5:12:00",-2.947
"534","7/3/2001","5:18:00",-2.934
"535","7/3/2001","5:24:00",-2.927
"536","7/3/2001","5:30:00",-2.911
"537","7/3/2001","5:36:00",-2.895
"538","7/3/2001","5:42:00",-2.878
"539","7/3/2001","5:48:00",-2.826
"540","7/3/2001","5:54:00",-2.757
"541","7/3/2001","6:00:00",-2.747
"542","7/3/2001","6:06:00",-2.626
"543","7/3/2001","6:12:00",-2.57
"544","7/3/2001","6:18:00",-2.504
"545","7/3/2001","6:24:00",-2.403
"546","7/3/2001","6:30:00",-2.288
"547","7/3/2001","6:36:00",-2.196
"548","7/3/2001","6:42:00",-2.084
"549","7/3/2001","6:48:00",-1.969
"550","7/3/2001","6:54:00",-1.881
"551","7/3/2001","7:00:00",-1.759
"552","7/3/2001","7:06:00",-1.609
"553","7/3/2001","7:12:00",-1.53
"554","7/3/2001","7:18:00",-1.402
"555","7/3/2001","7:24:00",-1.297
"556","7/3/2001","7:30:00",-1.13
"557","7/3/2001","7:36:00",-1.054
"558","7/3/2001","7:42:00",-0.916
"559","7/3/2001","7:48:00",-0.749
"560","7/3/2001","7:54:00",-0.651
"561","7/3/2001","8:00:00",-0.562
"562","7/3/2001","8:06:00",-0.368
"563","7/3/2001","8:12:00",-0.277
"564","7/3/2001","8:18:00",-0.244
"565","7/3/2001","8:24:00",-0.076
"566","7/3/2001","8:30:00",-0.004
"567","7/3/2001","8:36:00",0.084
"568","7/3/2001","8:42:00",0.127
"569","7/3/2001","8:48:00",0.278
"570","7/3/2001","8:54:00",0.409
"571","7/3/2001","9:00:00",0.435
"572","7/3/2001","9:06:00",0.57
"573","7/3/2001","9:12:00",0.619
"574","7/3/2001","9:18:00",0.763
"575","7/3/2001","9:24:00",0.846
"576","7/3/2001","9:30:00",0.97
"577","7/3/2001","9:36:00",0.973
"578","7/3/2001","9:42:00",1.088
"579","7/3/2001","9:48:00",1.131
"580","7/3/2001","9:54:00",1.242
"581","7/3/2001","10:00:00",1.288
"582","7/3/2001","10:06:00",1.341
"583","7/3/2001","10:12:00",1.387
"584","7/3/2001","10:18:00",1.512
"585","7/3/2001","10:24:00",1.548
"586","7/3/2001","10:30:00",1.571
"587","7/3/2001","10:36:00",1.669
"588","7/3/2001","10:42:00",1.689
"589","7/3/2001","10:48:00",1.699
"590","7/3/2001","10:54:00",1.764
"591","7/3/2001","11:00:00",1.721
"592","7/3/2001","11:06:00",1.761
"593","7/3/2001","11:12:00",1.748
"594","7/3/2001","11:18:00",1.699
"595","7/3/2001","11:24:00",1.702
"596","7/3/2001","11:30:00",1.702
"597","7/3/2001","11:36:00",1.666
"598","7/3/2001","11:42:00",1.594
"599","7/3/2001","11:48:00",1.58
"600","7/3/2001","11:54:00",1.567
"601","7/3/2001","12:00:00",1.518
"602","7/3/2001","12:06:00",1.416
"603","7/3/2001","12:12:00",1.338
"604","7/3/2001","12:18:00",1.242
"605","7/3/2001","12:24:00",1.141
"606","7/3/2001","12:30:00",1.006
"607","7/3/2001","12:36:00",0.937
"608","7/3/2001","12:42:00",0.803
"609","7/3/2001","12:48:00",0.711
"610","7/3/2001","12:54:00",0.583
"611","7/3/2001","13:00:00",0.508
"612","7/3/2001","13:06:00",0.393
"613","7/3/2001","13:12:00",0.314
"614","7/3/2001","13:18:00",0.176
"615","7/3/2001","13:24:00",0.104
"616","7/3/2001","13:30:00",-0.037
"617","7/3/2001","13:36:00",-0.122
"618","7/3/2001","13:42:00",-0.254
"619","7/3/2001","13:48:00",-0.355
"620","7/3/2001","13:54:00",-0.444
"621","7/3/2001","14:00:00",-0.539
"622","7/3/2001","14:06:00",-0.621
"623","7/3/2001","14:12:00",-0.726
"624","7/3/2001","14:18:00",-0.828
"625","7/3/2001","14:24:00",-0.897
"626","7/3/2001","14:30:00",-1.005
"627","7/3/2001","14:36:00",-1.107
"628","7/3/2001","14:42:00",-1.212
"629","7/3/2001","14:48:00",-1.3
"630","7/3/2001","14:54:00",-1.385
"631","7/3/2001","15:00:00",-1.497
"632","7/3/2001","15:06:00",-1.569
"633","7/3/2001","15:12:00",-1.638
"634","7/3/2001","15:18:00",-1.72
"635","7/3/2001","15:24:00",-1.802
"636","7/3/2001","15:30:00",-1.871
"637","7/3/2001","15:36:00",-1.963
"638","7/3/2001","15:42:00",-1.999
"639","7/3/2001","15:48:00",-2.061
"640","7/3/2001","15:54:00",-2.114
"641","7/3/2001","16:00:00",-2.219
"642","7/3/2001","16:06:00",-2.275
"643","7/3/2001","16:12:00",-2.337
"644","7/3/2001","16:18:00",-2.366
"645","7/3/2001","16:24:00",-2.465
"646","7/3/2001","16:30:00",-2.475
"647","7/3/2001","16:36:00",-2.56
"648","7/3/2001","16:42:00",-2.56
"649","7/3/2001","16:48:00",-2.619
"650","7/3/2001","16:54:00",-2.655
"651","7/3/2001","17:00:00",-2.655
"652","7/3/2001","17:06:00",-2.708
"653","7/3/2001","17:12:00",-2.672
"654","7/3/2001","17:18:00",-2.695
"655","7/3/2001","17:24:00",-2.695
"656","7/3/2001","17:30:00",-2.639
"657","7/3/2001","17:36:00",-2.593
"658","7/3/2001","17:42:00",-2.609
"659","7/3/2001","17:48:00",-2.544
"660","7/3/2001","17:54:00",-2.471
"661","7/3/2001","18:00:00",-2.462
"662","7/3/2001","18:06:00",-2.363
"663","7/3/2001","18:12:00",-2.288
"664","7/3/2001","18:18:00",-2.209
"665","7/3/2001","18:24:00",-2.114
"666","7/3/2001","18:30:00",-2.029
"667","7/3/2001","18:36:00",-1.917
"668","7/3/2001","18:42:00",-1.809
"669","7/3/2001","18:48:00",-1.664
"670","7/3/2001","18:54:00",-1.622
"671","7/3/2001","19:00:00",-1.412
"672","7/3/2001","19:06:00",-1.303
"673","7/3/2001","19:12:00",-1.169
"674","7/3/2001","19:18:00",-1.044
"675","7/3/2001","19:24:00",-0.91
"676","7/3/2001","19:30:00",-0.765
"677","7/3/2001","19:36:00",-0.601
"678","7/3/2001","19:42:00",-0.454
